transaction_id,customer_id,timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,device_id,new_device,ip_address,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,amount_src_original,amount_src_clean,amount_src_negative_flag,amount_src_corrected,amount_src_was_corrected,source_to_usd_rate,amount_usd_clean,amount_usd_was_imputed,fee_original,fee_was_missing,fee_was_invalid,fee_clean,fee_was_imputed,ip_country_original,home_country_clean,ip_country_clean,ip_country_was_missing,ip_country_treatment,kyc_tier_original,kyc_tier_clean,kyc_tier_was_missing,kyc_tier_treatment,kyc_tier_was_imputed,timestamp_original,timestamp_clean,timestamp_was_missing,timestamp_was_invalid,timestamp_unusable_flag
3d21deb2-a290-474e-9cd4-664294f0fa69,402cccc9-28de-45b3-9af7-cc5302aa1f93,0000-00-00T00:00:00Z,US,USD,NGN,web,122.13,122.13,3.33,1111.111111,a310d9dd-6dee-4c19-aceb-48f6439d1f1f,False,4.200.138.25,US,False,0.078,standard,263,0.522,0,0.223,0,0,0.25,0,122.13,122.13,False,122.13,False,1.0,122.13,False,3.33,False,False,3.33,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
bf335e6c-a6bc-4fa3-96ed-516d8d7ca793,af8ca4c4-8703-4c55-b66c-2b76cd70040d,,US,USD,PHP,mobile,126.75,126.75,3.55,58.823529,ea9edef6-94e6-44c5-a2f9-80df6a2146d9,False,180.137.177.50,US,False,0.257,standard,1018,0.934,0,0.087,0,0,0.1,0,126.75,126.75,False,126.75,False,1.0,126.75,False,3.55,False,False,3.55,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
611e6035-5389-45bd-a467-6aaf83493a0a,402cccc9-28de-45b3-9af7-cc5302aa1f93,,US,USD,INR,mobile,56.95,56.95,1.78,83.333333,4cb32037-c610-45d0-9892-af4238ead9c4,False,30.159.26.95,US,False,0.304,standard,263,0.522,0,0.223,0,1,0.0,0,56.95,56.95,False,56.95,False,1.0,56.95,False,1.78,False,False,1.78,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
5487dc9b-4f24-4b76-a0d5-c2f0b94bd155,d71c91b4-fee8-4104-9856-a5c6109a62e3,0000-00-00T00:00:00Z,US,USD,EUR,mobile,462.66,462.66,9.41,0.925926,9035cf51-a769-4f59-afee-f48ca2ca1be0,False,103.247.182.86,CA,True,0.601,standard,298,0.336,0,0.166,8,8,0.0,0,462.66,462.66,False,462.66,False,1.0,462.66,False,9.41,False,False,9.41,False,CA,US,CA,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
ec1ddb8a-2e1c-4ebf-83b1-aba6001eeb52,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,,UK,GBP,GBP,mobile,120.18,150.22,2.83,1.0,9ef46542-0325-48e7-a023-e6eddaad3365,False,237.78.208.44,UK,False,0.084,standard,4,0.892,0,0.407,0,0,0.0,0,120.18,120.18,False,120.18,False,1.25,150.22,False,2.83,False,False,2.83,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
277ae243-8d24-49e1-9938-185551be6e05,af8ca4c4-8703-4c55-b66c-2b76cd70040d,0000-00-00T00:00:00Z,US,USD,PHP,mobile,82.75,82.75,2.12,58.823529,ea9edef6-94e6-44c5-a2f9-80df6a2146d9,False,14.30.80.54,US,False,0.234,standard,1018,0.934,0,0.087,0,0,0.1,0,82.75,82.75,False,82.75,False,1.0,82.75,False,2.12,False,False,2.12,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
b79f933f-272d-49bf-bf4b-b2b6ed5662ab,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,0000-00-00T00:00:00Z,UK,GBP,MXN,mobile,127.61,159.51,2.93,21.551724,7f081f84-645a-4591-bda7-c51c5e5ad131,False,34.133.6.103,UK,False,0.18,standard,4,0.892,0,0.407,0,1,0.0,1,127.61,127.61,False,127.61,False,1.25,159.51,False,2.93,False,False,2.93,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
ed69b35a-66ce-42d2-a4ff-24cfc2c2a1a4,d71c91b4-fee8-4104-9856-a5c6109a62e3,,US,USD,USD,mobile,71.87,71.87,1.87,1.0,9205f547-396a-4b78-81ab-5304b777b6e9,False,120.214.153.123,US,False,0.309,standard,298,0.336,0,0.166,0,0,0.0,0,71.87,71.87,False,71.87,False,1.0,71.87,False,1.87,False,False,1.87,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
f8474028-9a70-4df5-b9f5-87541cf9bf65,4fa7972c-e13c-4c84-a509-332fc7da9575,0000-00-00T00:00:00Z,US,USD,USD,ATM,345.63,345.63,5.85,1.0,3d841457-e59e-4b5e-9896-5c46cc35ef17,False,183.54.182.238,US,False,0.303,standard,1011,0.824,0,0.123,0,0,0.0,0,345.63,345.63,False,345.63,False,1.0,345.63,False,5.85,False,False,5.85,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
d0687ae7-08cb-4ff2-9955-f84680f5e219,402cccc9-28de-45b3-9af7-cc5302aa1f93,,US,USD,CNY,web,56.82,56.82,2.42,7.142857,673e7638-8ab8-472d-8a74-a8c670fc09e6,False,55.254.16.86,US,False,0.44,standard,263,0.522,0,0.223,0,0,0.0,0,56.82,56.82,False,56.82,False,1.0,56.82,False,2.42,False,False,2.42,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
121fb625-12fd-4f12-a077-acfe7b729817,66c71a44-d07c-4a20-a576-0a377193bf6b,,US,USD,CNY,mobile,612.27,612.27,10.05,7.142857,382ed82a-9a19-4ca0-b547-2459925409fd,False,112.208.99.3,UK,True,0.381,standard,34,0.427,0,0.068,0,1,0.0,0,612.27,612.27,False,612.27,False,1.0,612.27,False,10.05,False,False,10.05,False,UK,US,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
fb761456-429b-4525-a475-a7d82c2d4fa8,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,,UK,GBP,NGN,web,243.09,303.86,4.57,1388.888889,7da78b0a-032f-43c8-a4e1-dbb1d81aeb4e,False,65.71.176.145,UK,False,0.048,standard,4,0.892,0,0.407,0,0,0.22,0,243.09,243.09,False,243.09,False,1.25,303.86,False,4.57,False,False,4.57,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
545094a5-5d3f-495a-8df0-f697f37bb414,f7531a78-8bbe-4a85-b1e8-a0650edddc72,0000-00-00T00:00:00Z,US,USD,USD,web,72.95,72.95,1.97,1.0,e56ca6dd-7c51-45f8-98fe-d4c23663d04c,False,19.6.123.42,US,False,0.351,standard,1016,0.944,0,0.247,0,0,0.0,0,72.95,72.95,False,72.95,False,1.0,72.95,False,1.97,False,False,1.97,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
8e26f846-c088-4c10-9410-613e06bc61b1,d71c91b4-fee8-4104-9856-a5c6109a62e3,2025/13/40 25:61:00,US,USD,EUR,mobile,63.86,63.86,1.67,0.925926,be137e3e-3153-4056-83cb-21c7d54e7eab,False,26.231.65.238,CA,True,0.38,standard,298,0.336,0,0.166,4,4,0.0,0,63.86,63.86,False,63.86,False,1.0,63.86,False,1.67,False,False,1.67,False,CA,US,CA,False,ORIGINAL,standard,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
d78cd55e-a56a-4de1-a694-260673854136,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,,UK,GBP,INR,ATM,68.08,85.09,2.25,104.166667,4f7408b4-b370-42c2-a4f0-8a852da44dae,False,183.90.105.175,CA,True,0.272,standard,4,0.892,0,0.407,0,0,0.0,0,68.08,68.08,False,68.08,False,1.25,85.09,False,2.25,False,False,2.25,False,CA,UK,CA,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
dee339a6-c2ce-4192-b7b2-78c8a41f3bb8,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,,UK,GBP,CAD,mobile,92.59,115.74,1.65,1.689189,21f80dd5-22ff-4bd3-8406-75da83bf4b8a,False,84.165.30.226,UK,False,0.326,standard,4,0.892,0,0.407,0,0,0.0,0,92.59,92.59,False,92.59,False,1.25,115.74,False,1.65,False,False,1.65,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
b651cb3f-a640-4ae2-9b5e-8d9f74545525,66c71a44-d07c-4a20-a576-0a377193bf6b,,US,USD,EUR,ATM,104.85,104.85,2.36,0.925926,2423544b-d098-40c7-864f-21a385d5e667,False,168.32.235.173,US,False,0.296,standard,34,0.427,0,0.068,0,0,0.0,0,104.85,104.85,False,104.85,False,1.0,104.85,False,2.36,False,False,2.36,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
b1018d49-8b60-43ba-9e8f-712e16aeacb9,d71c91b4-fee8-4104-9856-a5c6109a62e3,2025/13/40 25:61:00,US,USD,CNY,mobile,74.07,74.07,2.02,7.142857,130d3281-3ad5-4d7e-9256-c8eea68b6278,False,223.47.38.33,US,False,0.433,standard,298,0.336,0,0.166,0,0,0.0,0,74.07,74.07,False,74.07,False,1.0,74.07,False,2.02,False,False,2.02,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
67a49943-0626-4caf-acbc-b3abad9952e4,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,2025/13/40 25:61:00,CA,CAD,EUR,WEB,83.58,61.85,2.13,0.685185,8019e57a-9457-48a4-9dfb-ec9b4981c5c5,False,241.176.247.152, CA  ,False,0.097, standard  ,947,0.625,0,0.268,0,0,0.0,0,83.58,83.58,False,83.58,False,0.74,61.85,False,2.13,False,False,2.13,False, CA  ,CA,CA,False,ORIGINAL, standard  ,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
2488b461-e9cb-4c02-b3f0-344eb43e463b,402cccc9-28de-45b3-9af7-cc5302aa1f93,,US,USD,MXN,mobile,96.39,96.39,2.46,17.241379,3dbb26e7-950e-4563-873d-2bfbee5ad4da,True,50.10.47.144,UK,True,0.476,standard,263,0.372,0,0.223,0,0,0.2,0,96.39,96.39,False,96.39,False,1.0,96.39,False,2.46,False,False,2.46,False,UK,US,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
81651326-29d7-4e06-bc7d-35718ddf1c89,07869ce6-0e8d-4f0a-b1ee-2e1dcad78f95,2025/13/40 25:61:00,US,USD,CAD,mobile,9994.28,9994.28,151.0,1.351351,43e1f976-1fb4-4bad-9e2e-fda0d55ddc43,False,128.183.58.12,US,False,0.636,low,954,0.576,0,0.332,0,0,0.0,0,9994.28,9994.28,False,9994.28,False,1.0,9994.28,False,151.0,False,False,151.0,False,US,US,US,False,ORIGINAL,low,low,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
2ce5e09d-f376-4d56-949c-525e7d415b69,402cccc9-28de-45b3-9af7-cc5302aa1f93,2025/13/40 25:61:00,US,USD,NGN,mobile,102.29,102.29,2.81,1111.111111,f9431892-5799-43cb-8361-7bef9378db16,False,76.73.35.182,US,False,0.384,standard,263,0.522,0,0.223,0,0,0.25,0,102.29,102.29,False,102.29,False,1.0,102.29,False,2.81,False,False,2.81,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
37eee200-4a07-44d6-aeff-43bdbf6f13c6,140d2232-ee97-4934-81aa-9e5c323d7c6f,,CA,CAD,INR,mobile,190.19,140.74,3.42,61.666667,49fd6714-a356-498c-bfed-f9b90c616d9e,False,198.197.52.246,CA,False,0.402,low,824,0.607,0,0.282,0,0,0.12,0,190.19,190.19,False,190.19,False,0.74,140.74,False,3.42,False,False,3.42,False,CA,CA,CA,False,ORIGINAL,low,low,False,original_or_standardized,False,,,True,False,True
f2f18a8e-6b74-4528-a54b-24455dd7342a,d71c91b4-fee8-4104-9856-a5c6109a62e3,0000-00-00T00:00:00Z,US,USD,GBP,mobile,149.04,149.04,3.21,0.8,83e59adf-19af-485d-b21b-89e513f132c2,True,21.219.78.249,US,False,0.355,standard,298,0.186,0,0.166,0,0,0.0,0,149.04,149.04,False,149.04,False,1.0,149.04,False,3.21,False,False,3.21,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
f29573ae-7f03-4037-98cd-302900c84c22,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,2025/13/40 25:61:00,UK,GBP,GBP,mobile,99.65,124.57,3.06,1.0,f05207be-5b96-4633-9a95-34f4fbef6ef4,False,106.176.134.136,UK,False,0.598,standard,4,0.892,0,0.407,0,0,0.0,0,99.65,99.65,False,99.65,False,1.25,124.57,False,3.06,False,False,3.06,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
785636c8-d792-4934-8270-2938a0484ac1,67c2c6b3-ef0a-4777-a3f1-c84a851bb6ad,0000-00-00T00:00:00Z,CA,CAD,CNY,web,1623.49,1201.38,25.57,5.285714,642ad426-6721-4f37-b582-572663fb80f8,False,177.135.82.185,CA,False,0.513,standard,947,0.625,0,0.268,0,0,0.0,0,1623.49,1623.49,False,1623.49,False,0.74,1201.38,False,25.57,False,False,25.57,False,CA,CA,CA,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
014a3ce4-5635-47ff-851b-71abba9e3dcd,f7531a78-8bbe-4a85-b1e8-a0650edddc72,2025/13/40 25:61:00,US,USD,CNY,ATM,82.41,82.41,2.61,7.142857,3df8c73d-b716-4a6e-8172-d2b7359b60b2,False,246.53.155.202,US,False,0.484,standard,1016,0.944,0,0.247,0,0,0.0,0,82.41,82.41,False,82.41,False,1.0,82.41,False,2.61,False,False,2.61,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
88590134-873a-419c-aa83-e9f0c009b98b,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,,UK,GBP,MXN,ATM,187.7,234.63,3.84,21.551724,9957de24-ace9-4938-bb81-6e7e41276961,False,152.28.33.230,UK,False,0.16,standard,4,0.892,0,0.407,0,0,0.0,0,187.7,187.7,False,187.7,False,1.25,234.63,False,3.84,False,False,3.84,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
77997ff6-6bf9-45c6-b5a1-d9f1f56aed3f,af8ca4c4-8703-4c55-b66c-2b76cd70040d,,US,USD,MXN,mobile,480.95,480.95,9.27,17.241379,d84b24a9-59f2-4f4d-ae8b-c65b3e8cb3bc,False,32.159.226.86,US,False,0.211,standard,1018,0.934,0,0.087,0,0,0.2,0,480.95,480.95,False,480.95,False,1.0,480.95,False,9.27,False,False,9.27,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
01a8cb95-acc7-4e3a-a20d-37402fb67fd1,402cccc9-28de-45b3-9af7-cc5302aa1f93,,US,USD,EUR,web,58.93,58.93,1.71,0.925926,4cb32037-c610-45d0-9892-af4238ead9c4,False,56.56.108.51,US,False,0.341,standard,263,0.522,0,0.223,0,0,0.0,0,58.93,58.93,False,58.93,False,1.0,58.93,False,1.71,False,False,1.71,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,,,True,False,True
99c69010-8ce6-46ff-9495-9dd6328e1b0f,6310c205-42bb-4295-b4dc-2a6128a1c1f0,2025/13/40 25:61:00,US,USD,CAD,mobile,115.93,115.93,2.89,1.351351,f18a58a2-5ef2-4a33-ad21-06058bd353ca,False,84.128.205.87,US,False,0.636,standard,1089,0.864,1,0.366,0,0,0.0,0,115.93,115.93,False,115.93,False,1.0,115.93,False,2.89,False,False,2.89,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
64a930a8-5806-4d41-9acb-781c96502ada,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,0000-00-00T00:00:00Z,UK,GBP,CAD,mobile,53.88,67.35,1.29,1.689189,afe3bb35-630c-4ecb-bd0e-ed7f4520cea8,False,106.225.210.179,UK,False,0.209,standard,4,0.892,0,0.407,0,0,0.0,0,53.88,53.88,False,53.88,False,1.25,67.35,False,1.29,False,False,1.29,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
83ffd6cb-3b57-4ac6-a9fe-a98f012b1491,af8ca4c4-8703-4c55-b66c-2b76cd70040d,0000-00-00T00:00:00Z,US,USD,INR,mobile,234.88,234.88,4.12,83.333333,68a9eee1-0925-46e6-a1c6-e8160b6e69bd,False,218.12.25.95,US,False,0.837,standard,1018,0.934,0,0.087,0,0,0.0,0,234.88,234.88,False,234.88,False,1.0,234.88,False,4.12,False,False,4.12,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
0e87f6f4-3976-473d-88fc-849431e40805,6d0d9b27-fa26-45f8-93b1-2df29d182d9c,,US,USD,INR,mobile,75.66,75.66,2.33,83.333333,aa1e427f-90b7-46c5-869e-40ab6c4f16a9,False,199.3.147.9,US,False,0.397,enhanced,367,0.939,0,0.176,0,0,0.0,0,75.66,75.66,False,75.66,False,1.0,75.66,False,2.33,False,False,2.33,False,US,US,US,False,ORIGINAL,enhanced,enhanced,False,original_or_standardized,False,,,True,False,True
804c7261-cef2-4a8d-9ef1-1b3773396407,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,0000-00-00T00:00:00Z,UK,GBP,CAD,mobile,98.46,123.08,2.49,1.689189,e9691d75-9094-4ab8-8e4b-2c6d1b692eab,False,134.223.233.44,UK,False,0.441,standard,4,0.892,0,0.407,0,1,0.0,0,98.46,98.46,False,98.46,False,1.25,123.08,False,2.49,False,False,2.49,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
b4bab457-3382-44f9-be8d-4cc126a9f9cb,7bd5200c-5d19-44f0-9afe-8b339a05366b,0000-00-00T00:00:00Z,US,USD,NGN,web,246.27,246.27,5.51,1111.111111,e7231b69-1523-44a8-b913-f7f19e58e691,False,64.41.224.176,US,False,0.545,standard,147,0.551,0,0.391,0,2,0.25,0,246.27,246.27,False,246.27,False,1.0,246.27,False,5.51,False,False,5.51,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
e23290ef-b223-4a0a-9229-c70eeba11d50,7041b9c1-3719-4ca8-9a6b-811b47cea6c0,0000-00-00T00:00:00Z,UK,GBP,MXN,ATM,209.04,261.3,4.17,21.551724,411de8f5-bc92-4fa7-92df-fa34d111b816,True,177.140.189.145,UK,False,0.214,standard,4,0.742,0,0.407,0,0,0.0,0,209.04,209.04,False,209.04,False,1.25,261.3,False,4.17,False,False,4.17,False,UK,UK,UK,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
c2aee4cf-27d4-4dce-9fcd-d90160661a9b,f0f8ede3-6dfe-42d9-bcee-9eec672c0f7d,0000-00-00T00:00:00Z,CA,CAD,USD,mobile,80.42,59.51,3.4,0.74,fc6dab86-46a2-46a7-af62-e8fc9302ae6a,False,10.42.158.2,CA,False,0.387,standard,725,0.824,0,0.212,0,0,0.0,0,80.42,80.42,False,80.42,False,0.74,59.51,False,3.4,False,False,3.4,False,CA,CA,CA,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
45cad8a6-f203-49e4-a7c6-13218147c014,d71c91b4-fee8-4104-9856-a5c6109a62e3,0000-00-00T00:00:00Z,US,USD,USD,web,63.45,63.45,1.91,1.0,42a458dc-a121-4c74-86d7-9e15eb01dfed,False,163.28.83.43,US,False,0.103,standard,298,0.336,0,0.166,0,0,0.0,0,63.45,63.45,False,63.45,False,1.0,63.45,False,1.91,False,False,1.91,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
046a73d9-7591-442a-ae56-cd4540892d02,402cccc9-28de-45b3-9af7-cc5302aa1f93,0000-00-00T00:00:00Z,US,USD,CNY,web,94.48,94.48,2.66,7.142857,3dbb26e7-950e-4563-873d-2bfbee5ad4da,False,141.50.35.72,US,False,0.376,standard,263,0.522,0,0.223,0,0,0.0,0,94.48,94.48,False,94.48,False,1.0,94.48,False,2.66,False,False,2.66,False,US,US,US,False,ORIGINAL,standard,standard,False,original_or_standardized,False,0000-00-00T00:00:00Z,,False,True,True
dbe39dad-7231-4a95-a48c-333cd73282bf,70a93d26-8e3a-4179-900c-a4a7a74d08e5,2025/13/40 25:61:00,US,USD,NGN,mobile,646.48,646.48,10.34,1111.111111,05d00e33-2a2c-4fdc-a7a0-4a75ad3eb471,False,232.233.116.21,US,False,0.283,enhanced,257,0.894,0,0.257,0,0,0.25,0,646.48,646.48,False,646.48,False,1.0,646.48,False,10.34,False,False,10.34,False,US,US,US,False,ORIGINAL,enhanced,enhanced,False,original_or_standardized,False,2025/13/40 25:61:00,,False,True,True
