iter	Logloss
233	0.06357833458
234	0.06340483376
235	0.06328430815
236	0.06316667807
237	0.06300897726
238	0.06280115776
239	0.06266740686
240	0.06239491803
241	0.06224011256
242	0.0621514794
243	0.06204431576
244	0.06193666763
245	0.06183534208
246	0.06162471534
247	0.06155172029
248	0.06137263224
249	0.06121544459
250	0.06113315029
251	0.06106172645
252	0.06089795746
253	0.0607442307
254	0.06065899737
255	0.06053118282
256	0.06035421601
257	0.06022468427
258	0.06009168173
259	0.0599782579
260	0.05985445178
261	0.05969489059
262	0.05955183119
263	0.05945977199
264	0.05935730646
265	0.05927347415
266	0.05917757213
267	0.05904149305
268	0.0588962391
269	0.05880343208
270	0.05868047907
271	0.05852486343
272	0.05836162877
273	0.05821291638
274	0.05809251042
275	0.05801731291
276	0.05787877908
277	0.0577580108
278	0.05766069486
279	0.05756299205
280	0.05748388421
281	0.05738958933
282	0.05732671503
283	0.05725138422
284	0.05718497856
285	0.05711780024
286	0.05703585284
287	0.05688552288
288	0.05681733678
289	0.05673252258
290	0.05667312187
291	0.05640002316
292	0.05622575384
293	0.05612895186
294	0.05604259227
295	0.05591600418
296	0.05578481119
297	0.05571169867
298	0.0555784981
299	0.05554152888
300	0.05542363534
301	0.05528418982
302	0.05511673303
303	0.05504539555
304	0.05487245293
305	0.05470898601
306	0.05464782016
307	0.05448933204
308	0.05440978486
309	0.05426898004
310	0.05422163672
311	0.05411913649
312	0.05405073682
313	0.05398954664
314	0.05389236798
315	0.05379901673
316	0.05364874362
317	0.05358726334
318	0.05349453711
319	0.0533555026
320	0.05329493855
321	0.05319313847
322	0.05313574386
323	0.05309517523
324	0.0529450516
325	0.05288747287
326	0.05276631491
327	0.05267200863
328	0.05249535838
329	0.05240600934
330	0.05227893223
331	0.0522032078
332	0.05209256906
333	0.05198847179
334	0.05187486981
335	0.05180299391
336	0.05172111733
337	0.05166920161
338	0.05156394283
339	0.05145790477
340	0.05134846183
341	0.05128221913
342	0.05120408392
343	0.0510683061
344	0.050968384
345	0.05091607541
346	0.05086086072
347	0.05077536099
348	0.05064614617
349	0.05058327505
350	0.0505259814
351	0.05047711681
352	0.05036705835
353	0.05030783389
354	0.05022426746
355	0.05016369072
356	0.05006793904
357	0.04991910562
358	0.04987414984
359	0.04971499205
360	0.04959342149
361	0.04954775996
362	0.0494319823
363	0.04934468673
364	0.0492625886
365	0.049215094
366	0.04909741909
367	0.04895705003
368	0.04879582361
369	0.0486804659
370	0.04856889441
371	0.04852057609
372	0.04844277081
373	0.04835435404
374	0.04829886936
375	0.04824575847
376	0.0481797769
377	0.04804770026
378	0.04796858303
379	0.04790415153
380	0.04781825721
381	0.047775772
382	0.04764580647
383	0.04760078391
384	0.04755605595
385	0.04750048952
386	0.04741199066
387	0.04733502636
388	0.04722109886
389	0.04715103751
390	0.04710282714
391	0.04705992927
392	0.04700530807
393	0.0469374263
394	0.04689990082
395	0.04684052456
396	0.0467619486
397	0.04663025129
398	0.04658732316
399	0.04650287085
400	0.04639426001
401	0.04633216837
402	0.04628552964
403	0.04623574193
404	0.04618119378
405	0.04610239565
406	0.04602803823
407	0.04598177045
408	0.04589728743
409	0.04585069065
410	0.04579683233
411	0.04569637555
412	0.04557774751
413	0.04549466924
414	0.04543193586
415	0.0453924
416	0.04534887443
417	0.04530968305
418	0.04524418411
419	0.04517012864
420	0.04513351896
421	0.04505897522
422	0.04495573037
423	0.04491295693
424	0.04482112449
425	0.0447490921
426	0.04470769331
427	0.04463968979
428	0.04458844967
429	0.0444941638
430	0.04443264744
431	0.044382934
432	0.0443089619
433	0.04428340349
434	0.04424021278
435	0.04414596099
436	0.0441138988
437	0.04407109174
438	0.04397891598
439	0.04391226389
440	0.04381473375
441	0.04374933022
442	0.04363122915
443	0.04355059027
444	0.04345611229
445	0.04332504398
446	0.04325233233
447	0.04321425123
448	0.0431742311
449	0.04314147535
450	0.04310101937
451	0.04306088962
452	0.04302299766
453	0.04297446233
454	0.04292315283
455	0.04286032498
456	0.04280079279
457	0.04275722757
458	0.04267868566
459	0.04260614252
460	0.04256347974
461	0.0425254142
462	0.0424405898
463	0.04235636753
464	0.04231515505
465	0.04224822034
466	0.04220261108
467	0.04214212781
468	0.04208491056
469	0.04200920341
470	0.04196501522
471	0.04194230552
472	0.04190738584
473	0.04187075991
474	0.04182812558
475	0.04179456195
476	0.04174548764
477	0.04167087893
478	0.04162148744
479	0.04153849494
480	0.04150560321
481	0.04146781377
482	0.04143752697
483	0.04137649832
484	0.04133786144
485	0.04130280343
486	0.04125199823
487	0.04118554497
488	0.04112588119
489	0.04106007696
490	0.04100243848
491	0.0409171521
492	0.04087793305
493	0.04082654864
494	0.04071615792
495	0.04062927638
496	0.04057786155
497	0.04055984029
498	0.04053283294
499	0.04047329351
500	0.04044335955
501	0.04038531923
502	0.04034582621
503	0.04028773574
504	0.04018832129
505	0.04008616301
506	0.0400584446
507	0.0400165041
508	0.03996230276
509	0.0398841206
510	0.03981580165
511	0.03969532729
512	0.03965152399
513	0.03961686095
514	0.03959949533
515	0.03951724877
516	0.0394198809
517	0.0393593869
518	0.03931290567
519	0.03927184619
520	0.03920940854
521	0.03914552151
522	0.03910914422
523	0.03907869462
524	0.03902357044
525	0.03899497917
526	0.03896205065
527	0.03892489989
528	0.03888452668
529	0.03885010475
530	0.03880803389
531	0.03877572105
532	0.03874520003
533	0.0386887657
534	0.03865160456
535	0.03858340185
536	0.03855797378
537	0.03852066773
538	0.0384496862
539	0.03839704578
540	0.03837716428
541	0.03831476764
542	0.03825864181
543	0.03821159188
544	0.03815886458
545	0.03812691338
546	0.03810122671
547	0.03805022896
548	0.03798385317
549	0.03791142986
550	0.03788080682
551	0.0378347479
552	0.03778083744
553	0.03773054264
554	0.03769030936
555	0.03766088728
556	0.03762503006
557	0.03759273726
558	0.0375651394
559	0.03753512608
560	0.03751123744
561	0.03747061792
562	0.03742114988
563	0.03736601844
564	0.03732790639
565	0.0372983168
566	0.0372390613
567	0.03718094448
568	0.03713046933
569	0.03710546135
570	0.03707964176
571	0.03701892519
572	0.03698566624
573	0.03694715633
574	0.03692898612
575	0.03690297237
576	0.03682722959
577	0.03679372403
578	0.03675300386
579	0.03669094089
580	0.0366501009
581	0.03662361873
582	0.03655524066
583	0.03651537373
584	0.03646431699
585	0.03641570088
586	0.0363433667
587	0.03631645295
588	0.0362450363
589	0.03619911715
590	0.03613516608
591	0.03608860697
592	0.03604288658
593	0.03599476058
594	0.03596965206
595	0.03591324373
596	0.03584126198
597	0.03581524864
598	0.03576640933
599	0.035718232
600	0.03568240525
601	0.03565162282
602	0.0356188269
603	0.03559454424
604	0.03551614542
605	0.03547837293
606	0.035462723
607	0.03541781437
608	0.03533984952
609	0.03529893049
610	0.03525627133
611	0.03523200301
612	0.03518087767
613	0.03516094036
614	0.03512710587
615	0.03508307555
616	0.03505258313
617	0.03501829247
618	0.03500182714
619	0.03495432238
620	0.03485071316
621	0.03481466439
622	0.03479430042
623	0.03476020667
624	0.0347394006
625	0.03470592161
626	0.03466726491
627	0.03460608635
628	0.03457968469
629	0.03455211006
630	0.03451853183
631	0.0344744965
632	0.0344463944
633	0.03439846581
634	0.03434190912
635	0.03430443299
636	0.034262916
637	0.03421881622
638	0.03420445793
639	0.03417010426
640	0.0341356654
641	0.03408722251
642	0.03406795923
643	0.03403734274
644	0.03399545548
645	0.03394462514
646	0.03388154829
647	0.03378879141
648	0.03375683456
649	0.03373564818
650	0.03367050616
651	0.03363771989
652	0.03361122553
653	0.03352309327
654	0.03348947403
655	0.03342857945
656	0.03341359701
657	0.03337918536
658	0.0333579426
659	0.03333589568
660	0.03330590915
661	0.03328544048
662	0.03323871378
663	0.0332186565
664	0.03317703597
665	0.03314019579
666	0.03311507298
667	0.03308043192
668	0.03305742174
669	0.03301420171
670	0.03297160883
671	0.03294339139
672	0.03290941836
673	0.03285287833
674	0.03282360707
675	0.03280367233
676	0.03277788578
677	0.03275324877
678	0.03271590326
679	0.03267611887
680	0.03260639224
681	0.0325646143
682	0.03252275659
683	0.03248351467
684	0.03245113445
685	0.03238667335
686	0.03234971242
687	0.03233350318
688	0.03231350839
689	0.03224557118
690	0.03221871167
691	0.03218824824
692	0.03215864839
693	0.03211423239
694	0.03209189837
695	0.03207281334
696	0.03204932476
697	0.03200599151
698	0.0319483985
699	0.03187273429
700	0.0317986629
701	0.03175834874
702	0.03174579126
703	0.0316884927
704	0.03164572514
705	0.03161799224
706	0.03159858601
707	0.03157072351
708	0.03151352668
709	0.03149581463
710	0.03147511323
711	0.03145808122
712	0.03143422134
713	0.03140885249
714	0.0313833033
715	0.03134296379
716	0.0313201123
717	0.03127185044
718	0.0312537949
719	0.03123176093
720	0.03121246743
721	0.03119097977
722	0.03114159143
723	0.03108778961
724	0.03106473252
725	0.03097046734
726	0.03093341752
727	0.03090926794
728	0.03086601616
729	0.03084961055
730	0.03082269793
731	0.03078511669
732	0.03077364495
733	0.03075777306
734	0.03071081171
735	0.03066135141
736	0.0306200453
737	0.03060915594
738	0.03057349069
739	0.03055952613
740	0.03054008026
741	0.03050988184
742	0.03048798358
743	0.03047051574
744	0.03043270136
745	0.03040448322
746	0.03036681131
747	0.03032177425
748	0.03029788004
749	0.03027221262
750	0.03025628342
751	0.0302252317
752	0.03020723538
753	0.03017573955
754	0.03014810315
755	0.03011616961
756	0.03009552745
757	0.03007020749
758	0.03003272244
759	0.03000482138
760	0.0299666375
761	0.02992582273
762	0.02989971025
763	0.02986390856
764	0.02979448983
765	0.02977198948
766	0.02974800633
767	0.02972667346
768	0.0297119627
769	0.02968506226
770	0.02966470944
771	0.02964743441
772	0.02962778379
773	0.02959021395
774	0.02957089945
775	0.02955030608
776	0.02953564217
777	0.0295064842
778	0.02946987465
779	0.02944895028
780	0.02937613893
781	0.02934932425
782	0.02933515068
783	0.02931178751
784	0.02929790447
785	0.02928620784
786	0.02925229477
787	0.02923436563
788	0.02922173124
789	0.02921203211
790	0.02919932629
791	0.02915516777
792	0.02912601259
793	0.02908824472
794	0.02904672407
795	0.02903371035
796	0.02902616114
797	0.02900795859
798	0.02898867478
799	0.02895862289
800	0.028924155
801	0.02888252616
802	0.02884260128
803	0.02882683564
804	0.02879510539
805	0.02877671056
806	0.02874556263
807	0.02872424983
808	0.02870454888
809	0.02868015161
810	0.02866214768
811	0.02863385212
812	0.02861690416
813	0.02858701505
814	0.02855006056
815	0.028532416
816	0.02851165228
817	0.0285024355
818	0.02845566139
819	0.02844031885
820	0.02842981799
821	0.02841813762
822	0.02835226663
823	0.02832762093
824	0.02829407605
825	0.02826585514
826	0.02825312639
827	0.02822333194
828	0.02820654347
829	0.02818787049
830	0.02816156739
831	0.02813689863
832	0.02808379067
833	0.02807371223
834	0.02804054436
835	0.0280098244
836	0.02798981598
837	0.02796456227
838	0.0279419267
839	0.02791515711
840	0.02787883722
841	0.02784548076
842	0.02780521158
843	0.02778694371
844	0.02777447838
845	0.02776254826
846	0.02772516652
847	0.02770775827
848	0.02766887553
849	0.02765618098
850	0.02762840272
851	0.02760987359
852	0.02759659863
853	0.02758881982
854	0.02755690263
855	0.02754020884
856	0.02747371994
857	0.02744053398
858	0.02741717133
859	0.02738918459
860	0.0273635854
861	0.02731592391
862	0.02729247465
863	0.027268186
864	0.02724256433
865	0.02722906257
866	0.02721282649
867	0.02715602124
868	0.02711075895
869	0.02709370591
870	0.02706071346
871	0.0270116205
872	0.02697144482
873	0.02694877716
874	0.02693146632
875	0.02691277937
876	0.02689315761
877	0.02686137112
878	0.02684254576
879	0.02682950374
880	0.02680116309
881	0.02679330981
882	0.02673888029
883	0.02671245391
884	0.02668069614
885	0.02664529458
886	0.0266304693
887	0.02661028671
888	0.02659527678
889	0.0265551441
890	0.02652711297
891	0.02651229558
892	0.02649781059
893	0.02647602658
894	0.02646225295
895	0.02643883055
896	0.02643194788
897	0.02638523398
898	0.0263689504
899	0.0263450105
900	0.02633474387
901	0.02631326508
902	0.026295322
903	0.02624507582
904	0.0262308716
905	0.02620855185
906	0.02618697697
907	0.02615834833
908	0.02612782595
909	0.0261108287
910	0.02607457042
911	0.02604298822
912	0.02600056605
913	0.02595084429
914	0.02592752586
915	0.02589679252
916	0.02588285584
917	0.02586165505
918	0.02584861618
919	0.02582066124
920	0.02574500454
921	0.02572064696
922	0.02569240666
923	0.02565054553
924	0.0256367921
925	0.02560860216
926	0.02559063253
927	0.02553637209
928	0.02552675908
929	0.02549769957
930	0.02547386083
931	0.02544915646
932	0.02542670283
933	0.02541761205
934	0.02539248163
935	0.02537618125
936	0.02536328082
937	0.02532185595
938	0.02531577143
939	0.02526000806
940	0.02523376486
941	0.02521421915
942	0.02520174098
943	0.02518694011
944	0.02514852826
945	0.0251029039
946	0.02509071267
947	0.02506701687
948	0.0250497538
949	0.02502165085
950	0.02500113326
951	0.02498522835
952	0.02497096082
953	0.02495120416
954	0.02490638749
955	0.02488525628
956	0.02486403773
957	0.02484948396
958	0.02482479614
959	0.02481821424
960	0.0247848305
961	0.0247771656
962	0.02475024427
963	0.02472837591
964	0.02469854549
965	0.02468477761
966	0.02465717387
967	0.02463764556
968	0.0246078601
969	0.02458398786
970	0.02456393196
971	0.02452095538
972	0.02450901889
973	0.02448146599
974	0.02446775496
975	0.02445708797
976	0.02444268968
977	0.02440807708
978	0.02438109651
979	0.02436543916
980	0.02432973761
981	0.02430979955
982	0.02427748352
983	0.02423802861
984	0.02422676507
985	0.02421764943
986	0.02420353289
987	0.0241828014
988	0.024163182
989	0.02413550711
990	0.02412571243
991	0.02408510957
992	0.02406484619
993	0.02405145313
994	0.02401187005
995	0.02399049442
996	0.02397006395
997	0.02395408579
998	0.02393404486
999	0.02392418108
